"품목별(1)","품목별(2)",품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),시점,생산지수,생산금액 (십억원)
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2000,53.2,34.2
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2001,66.8,65.9
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2002,97.0,47.7
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2003,62.3,27.8
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2004,58.0,43.9
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2005,93.6,58.8
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2006,75.0,29.2
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2007,93.4,41.9
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2008,57.8,45.0
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2009,52.8,58.2
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2010,81.1,90.2
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2011,86.4,67.1
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2012,69.9,72.3
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2013,79.8,91.4
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2014,104.3,108.8
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2015,126.7,189.8
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2016,191.5,200.5
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2017,133.7,86.5
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2018,69.2,97.5
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2019,81.1,201.9
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2020,102.5,169.9
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2021,116.4,133.6
"농림업","농업",농업총계,재배업,채소,조미채소,생강,소계,2022,71.9,76.9
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1965,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1966,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1967,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1968,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1969,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1970,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1971,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1972,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1973,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1974,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1975,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1976,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1977,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1978,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1979,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1980,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1981,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1982,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1983,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1984,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1985,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1986,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1987,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1988,-,0.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1989,-,5.2
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1990,-,7.6
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1991,-,6.4
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1992,-,8.5
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1993,-,8.1
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1994,-,12.3
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1995,18.6,9.1
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1996,17.7,10.9
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1997,25.0,22.5
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1998,23.0,23.7
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,1999,24.4,17.0
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2000,68.0,60.3
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2001,61.6,63.8
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2002,92.0,111.2
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2003,131.0,194.3
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2004,128.9,187.4
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2005,138.5,162.6
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2006,130.2,225.3
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2007,130.1,251.7
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2008,145.0,216.4
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2009,130.4,238.2
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2010,120.8,245.2
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2011,107.8,176.5
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2012,100.5,216.7
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2013,109.4,247.8
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2014,109.3,255.9
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2015,195.2,443.1
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2016,102.8,193.2
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2017,105.3,161.1
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2018,103.1,163.1
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2019,100.0,170.3
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2020,103.4,191.6
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2021,96.6,189.2
"농림업","농업",농업총계,재배업,채소,양채류,소계,소계,2022,104.3,221.9
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1965,16.6,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1966,18.0,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1967,19.5,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1968,21.2,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1969,22.7,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1970,22.9,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1971,21.9,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1972,26.8,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1973,29.9,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1974,31.6,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1975,27.7,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1976,32.2,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1977,38.6,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1978,40.1,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1979,42.0,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1980,40.5,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1981,49.7,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1982,56.4,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1983,66.7,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1984,59.8,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1985,70.6,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1986,72.2,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1987,74.8,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1988,81.2,0.0
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1989,97.5,1429.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1990,81.2,1309.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1991,82.1,1594.1
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1992,96.5,1687.4
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1993,89.5,1708.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1994,93.2,2479.5
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1995,113.1,3026.5
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1996,112.8,2526.1
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1997,125.0,3137.1
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1998,113.9,2697.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,1999,125.5,3199.4
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2000,129.6,2580.5
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2001,129.4,2076.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2002,129.1,2582.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2003,116.4,2348.5
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2004,123.7,2941.6
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2005,132.2,3081.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2006,124.0,2970.6
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2007,132.6,2822.3
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2008,132.3,4400.5
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2009,121.2,4099.9
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2010,106.8,4095.3
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2011,99.5,4146.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2012,95.7,4242.6
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2013,103.7,4858.2
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2014,111.1,4250.3
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2015,114.1,4317.4
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2016,115.9,4495.3
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2017,112.4,4735.6
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2018,102.1,4508.4
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2019,104.8,4546.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2020,93.6,4588.7
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2021,101.5,5683.4
"농림업","농업",농업총계,재배업,과실,소계,소계,소계,2022,107.9,5822.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1965,16.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1966,18.3,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1967,19.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1968,21.1,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1969,22.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1970,23.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1971,22.6,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1972,27.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1973,30.7,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1974,32.0,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1975,28.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1976,34.0,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1977,40.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1978,41.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1979,43.7,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1980,42.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1981,51.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1982,58.0,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1983,67.5,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1984,61.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1985,71.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1986,73.0,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1987,77.1,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1988,82.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1989,99.6,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1990,82.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1991,83.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1992,96.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1993,90.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1994,92.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1995,113.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1996,112.3,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1997,124.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1998,111.0,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,1999,123.1,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2000,126.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2001,127.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2002,127.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2003,115.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2004,120.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2005,127.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2006,119.6,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2007,127.7,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2008,126.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2009,119.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2010,104.6,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2011,96.5,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2012,91.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2013,101.5,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2014,107.0,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2015,111.4,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2016,114.7,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2017,110.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2018,100.9,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2019,104.2,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2020,93.8,-
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2021,102.0,5260.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),소계,소계,2022,108.4,5437.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1965,34.0,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1966,35.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1967,38.6,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1968,40.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1969,44.7,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1970,43.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1971,44.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1972,53.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1973,59.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1974,60.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1975,56.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1976,63.8,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1977,80.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1978,87.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1979,90.3,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1980,83.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1981,106.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1982,107.3,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1983,119.3,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1984,107.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1985,108.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1986,109.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1987,113.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1988,130.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1989,137.6,508.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1990,128.1,439.7
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1991,110.4,484.8
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1992,141.5,564.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1993,125.4,575.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1994,125.5,745.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1995,145.8,896.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1996,132.6,628.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1997,132.7,674.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1998,93.5,535.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,1999,99.8,737.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2000,99.6,497.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2001,82.2,437.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2002,88.2,631.1
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2003,74.4,422.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2004,72.7,472.1
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2005,74.8,467.1
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2006,83.0,527.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2007,88.7,514.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2008,95.9,834.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2009,100.7,853.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2010,93.7,801.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2011,77.3,741.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2012,80.3,1017.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2013,100.5,1315.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2014,96.7,1165.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2015,118.7,1448.4
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2016,117.4,1136.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2017,111.0,1110.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2018,96.8,968.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2019,109.0,1077.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2020,85.9,1100.4
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2021,105.1,1376.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),사과,소계,2022,115.3,1342.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1965,21.8,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1966,22.8,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1967,22.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1968,26.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1969,25.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1970,28.7,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1971,26.6,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1972,27.6,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1973,28.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1974,31.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1975,27.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1976,34.0,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1977,43.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1978,37.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1979,36.1,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1980,32.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1981,39.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1982,53.2,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1983,58.7,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1984,56.0,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1985,70.7,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1986,74.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1987,79.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1988,105.8,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1989,109.7,144.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1990,87.9,117.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1991,91.2,166.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1992,95.8,170.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1993,89.5,176.4
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1994,90.4,237.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1995,98.4,286.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1996,121.0,373.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1997,143.6,484.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1998,143.4,453.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,1999,143.0,515.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2000,178.9,387.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2001,230.2,419.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2002,213.2,350.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2003,174.7,293.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2004,249.4,388.7
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2005,244.6,338.7
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2006,238.1,282.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2007,258.0,324.5
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2008,259.8,581.8
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2009,230.9,685.4
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2010,169.9,550.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2011,160.3,578.8
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2012,95.3,449.6
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2013,155.7,757.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2014,167.1,631.1
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2015,144.0,425.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2016,131.4,425.1
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2017,146.7,434.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2018,112.1,311.7
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2019,110.8,451.3
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2020,73.2,276.2
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2021,116.1,626.8
"농림업","농업",농업총계,재배업,과실,과실(감제외),배,소계,2022,138.6,548.9
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1965,27.6,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1966,32.0,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1967,35.8,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1968,36.3,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1969,34.7,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1970,39.6,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1971,33.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1972,40.4,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1973,42.8,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1974,44.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1975,30.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1976,43.5,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1977,42.6,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1978,46.0,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1979,46.9,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1980,45.0,0.0
"농림업","농업",농업총계,재배업,과실,과실(감제외),복숭아,소계,1981,45.0,0.0
